,ind,title,text,label,tok_nums
78,78,anthonyandcleopatra,"CLEOPATRA: What poor an instrument May do a noble deed! He brings me liberty. My resolution�s placed, and I have nothing Of woman in me. Now from head to foot I am marble-constant. Now the fleeting moon No planet is of mine.",hopeless_empty_agony,"[101, 22003, 1024, 2054, 3532, 2019, 6602, 2089, 2079, 1037, 7015, 15046, 999, 2002, 7545, 2033, 7044, 1012, 2026, 18853, 2872, 1010, 1998, 1045, 2031, 2498, 1997, 2450, 1999, 2033, 1012, 2085, 2013, 2132, 2000, 3329, 1045, 2572, 7720, 1011, 5377, 1012, 2085, 1996, 25085, 4231, 2053, 4774, 2003, 1997, 3067, 1012, 102]"
79,79,anthonyandcleopatra,CLOWN: I wish you all joy of the worm.,noble_agented,"[101, 15912, 1024, 1045, 4299, 2017, 2035, 6569, 1997, 1996, 15485, 1012, 102]"
80,80,anthonyandcleopatra,"CLOWN: You must think this, look you, that the worm will do his kind. CLEOPATRA: Ay, ay, farewell. CLOWN: Look you, the worm is not to be trusted but in the keeping of wise people; for indeed there is no goodness in the worm.",cowardice_foolish_unpleasant,"[101, 15912, 1024, 2017, 2442, 2228, 2023, 1010, 2298, 2017, 1010, 2008, 1996, 15485, 2097, 2079, 2010, 2785, 1012, 22003, 1024, 1037, 2100, 1010, 1037, 2100, 1010, 13407, 1012, 15912, 1024, 2298, 2017, 1010, 1996, 15485, 2003, 2025, 2000, 2022, 9480, 2021, 1999, 1996, 4363, 1997, 7968, 2111, 1025, 2005, 5262, 2045, 2003, 2053, 15003, 1999, 1996, 15485, 1012, 102]"
81,81,anthonyandcleopatra,"CLEOPATRA: Give me my robe. Put on my crown. I have Immortal longings in me. Now no more The juice of Egypt�s grape shall moist this lip. Yare, yare, good Iras; quick. Methinks I hear Antony call. I see him rouse himself To praise my noble act. I hear him mock The luck of Caesar, which the gods give men To excuse their after wrath. Husband, I come! Now to that name my courage prove my title! I am fire and air; my other elements I give to baser life.",romantic_reunion,"[101, 22003, 1024, 2507, 2033, 2026, 11111, 1012, 2404, 2006, 2026, 4410, 1012, 1045, 2031, 12147, 15752, 2015, 1999, 2033, 1012, 2085, 2053, 2062, 1996, 10869, 1997, 5279, 2015, 14722, 4618, 11052, 2023, 5423, 1012, 8038, 2890, 1010, 8038, 2890, 1010, 2204, 11209, 2015, 1025, 4248, 1012, 2777, 10606, 5705, 1045, 2963, 16262, 2655, 1012, 1045, 2156, 2032, 27384, 2370, 2000, 8489, 2026, 7015, 2552, 1012, 1045, 2963, 2032, 12934, 1996, 6735, 1997, 11604, 1010, 2029, 1996, 5932, 2507, 2273, 2000, 8016, 2037, 2044, 14532, 1012, 3129, 1010, 1045, 2272, 999, 2085, 2000, 2008, 2171, 2026, 8424, 6011, 2026, 2516, 999, 1045, 2572, 2543, 1998, 2250, 1025, 2026, 2060, 3787, 1045, 2507, 2000, 2918, 2099, 2166, 1012, 102]"
82,82,anthonyandcleopatra,"CLEOPATRA: Come, thou mortal wretch, [To an asp, which she applies to her breast.] With thy sharp teeth this knot intrinsicate Of life at once untie. Poor venomous fool, Be angry and dispatch. O couldst thou speak, That I might hear thee call great Caesar ass Unpolicied!",noble_agented,"[101, 22003, 1024, 2272, 1010, 15223, 9801, 23277, 3388, 2818, 1010, 1031, 2000, 2019, 2004, 2361, 1010, 2029, 2016, 12033, 2000, 2014, 7388, 1012, 1033, 2007, 15177, 4629, 4091, 2023, 12226, 23807, 3686, 1997, 2166, 2012, 2320, 4895, 9515, 1012, 3532, 15779, 3560, 7966, 1010, 2022, 4854, 1998, 18365, 1012, 1051, 2071, 3367, 15223, 3713, 1010, 2008, 1045, 2453, 2963, 14992, 2655, 2307, 11604, 4632, 4895, 18155, 28775, 2098, 999, 102]"
83,83,anthonyandcleopatra,"CLEOPATRA: As sweet as balm, as soft as air, as gentle� O Antony!�Nay, I will take thee too. [Applying another asp to her arm.] What should I stay� [Dies.] CHARMIAN: In this vile world? So, fare thee well. Now boast thee, Death, in thy possession lies A lass unparalleled. Downy windows, close, And golden Ph�bus never be beheld Of eyes again so royal! Your crown�s awry; I�ll mend it.",noble_agented,"[101, 22003, 1024, 2004, 4086, 2004, 28352, 2213, 1010, 2004, 3730, 2004, 2250, 1010, 2004, 7132, 1051, 16262, 999, 29349, 1010, 1045, 2097, 2202, 14992, 2205, 1012, 1031, 11243, 2178, 2004, 2361, 2000, 2014, 2849, 1012, 1033, 2054, 2323, 1045, 2994, 1031, 8289, 1012, 1033, 11084, 2937, 1024, 1999, 2023, 25047, 2088, 1029, 2061, 1010, 13258, 14992, 2092, 1012, 2085, 8945, 14083, 14992, 1010, 2331, 1010, 1999, 15177, 6664, 3658, 1037, 27333, 4895, 28689, 6216, 3709, 1012, 2091, 2100, 3645, 1010, 2485, 1010, 1998, 3585, 6887, 8286, 2196, 2022, 2022, 24850, 1997, 2159, 2153, 2061, 2548, 999, 2115, 24364, 22091, 2854, 1025, 5665, 2273, 2094, 2009, 1012, 102]"
84,84,anthonyandcleopatra,"
CAESAR: Bravest at the last, She levelled at our purposes and, being royal, Took her own way. The manner of their deaths? I do not see them bleed.",noble_agented,"[101, 11604, 1024, 13980, 2102, 2012, 1996, 2197, 1010, 2016, 2504, 3709, 2012, 2256, 5682, 1998, 1010, 2108, 2548, 1010, 2165, 2014, 2219, 2126, 1012, 1996, 5450, 1997, 2037, 6677, 1029, 1045, 2079, 2025, 2156, 2068, 19501, 1012, 102]"
85,85,anthonyandcleopatra,"CAESAR: O noble weakness! If they had swallowed poison �twould appear By external swelling; but she looks like sleep, As she would catch another Antony In her strong toil of grace.",noble_agented,"[101, 11604, 1024, 1051, 7015, 11251, 999, 2065, 2027, 2018, 7351, 9947, 2048, 21285, 3711, 2011, 6327, 18348, 1025, 2021, 2016, 3504, 2066, 3637, 1010, 2004, 2016, 2052, 4608, 2178, 16262, 1999, 2014, 2844, 2000, 4014, 1997, 4519, 1012, 102]"
86,86,anthonyandcleopatra,"CAESAR: her physician tells me She hath pursued conclusions infinite Of easy ways to die. Take up her bed, And bear her women from the monument. She shall be buried by her Antony. No grave upon the earth shall clip in it A pair so famous. High events as these Strike those that make them; and their story is No less in pity than his glory which Brought them to be lamented. Our army shall In solemn show attend this funeral, And then to Rome. Come, Dolabella, see High order in this great solemnity.",noble_agented,"[101, 11604, 1024, 2014, 7522, 4136, 2033, 2016, 6045, 2232, 9505, 15306, 10709, 1997, 3733, 3971, 2000, 3280, 1012, 2202, 2039, 2014, 2793, 1010, 1998, 4562, 2014, 2308, 2013, 1996, 6104, 1012, 2016, 4618, 2022, 3950, 2011, 2014, 16262, 1012, 2053, 6542, 2588, 1996, 3011, 4618, 12528, 1999, 2009, 1037, 3940, 2061, 3297, 1012, 2152, 2824, 2004, 2122, 4894, 2216, 2008, 2191, 2068, 1025, 1998, 2037, 2466, 2003, 2053, 2625, 1999, 12063, 2084, 2010, 8294, 2029, 2716, 2068, 2000, 2022, 20342, 14706, 1012, 2256, 2390, 4618, 1999, 19487, 2265, 5463, 2023, 6715, 1010, 1998, 2059, 2000, 4199, 1012, 2272, 1010, 2079, 20470, 8411, 1010, 2156, 2152, 2344, 1999, 2023, 2307, 19487, 3012, 1012, 102]"
87,87,ataleoftwocities,"The prisoners were far from insensible or unfeeling; their ways arose out of the condition of the time. Similarly, though with a subtle difference, a species of fervour or intoxication, known, without doubt, to have led some persons to brave the guillotine unnecessarily, and to die by it, was not mere boastfulness, but a wild infection of the wildly shaken public mind. In seasons of pestilence, some of us will have a secret attraction to the disease--a terrible passing inclination to die of it. And all of us have like wonders hidden in our breasts, only needing circumstances to evoke them.",romantic_reunion,"[101, 1996, 5895, 2020, 2521, 2013, 16021, 6132, 7028, 2030, 4895, 7959, 18809, 2290, 1025, 2037, 3971, 10375, 2041, 1997, 1996, 4650, 1997, 1996, 2051, 1012, 6660, 1010, 2295, 2007, 1037, 11259, 4489, 1010, 1037, 2427, 1997, 10768, 2099, 6767, 3126, 2030, 2046, 9048, 10719, 1010, 2124, 1010, 2302, 4797, 1010, 2000, 2031, 2419, 2070, 5381, 2000, 9191, 1996, 26458, 7174, 10196, 4895, 2638, 9623, 22740, 2135, 1010, 1998, 2000, 3280, 2011, 2009, 1010, 2001, 2025, 8210, 8945, 14083, 20938, 1010, 2021, 1037, 3748, 8985, 1997, 1996, 13544, 16697, 2270, 2568, 1012, 1999, 3692, 1997, 20739, 9463, 5897, 1010, 2070, 1997, 2149, 2097, 2031, 1037, 3595, 8432, 2000, 1996, 4295, 1011, 1011, 1037, 6659, 4458, 21970, 2000, 3280, 1997, 2009, 1012, 1998, 2035, 1997, 2149, 2031, 2066, 16278, 5023, 1999, 2256, 12682, 1010, 2069, 11303, 6214, 2000, 23408, 11045, 2068, 1012, 102]"
88,88,desperateremedies,"
""O, if people only knew what a timidity and melancholy upon the subject of her future grows up in the heart of a friendless woman who is blown about like a reed shaken with the wind, as I am, they would not call this resignation of one�s self by the name of scheming to get a husband. Scheme to marry? I�d rather scheme to die! I know I am not pleasing my heart; I know that if I only were concerned, I should like risking a single future. But why should I please my useless self overmuch, when by doing otherwise I please those who are more valuable than I?""",noble_agented,"[101, 1000, 1051, 1010, 2065, 2111, 2069, 2354, 2054, 1037, 5199, 28173, 3723, 1998, 22247, 2588, 1996, 3395, 1997, 2014, 2925, 7502, 2039, 1999, 1996, 2540, 1997, 1037, 2767, 3238, 2450, 2040, 2003, 10676, 2055, 2066, 1037, 7305, 16697, 2007, 1996, 3612, 1010, 2004, 1045, 2572, 1010, 2027, 2052, 2025, 2655, 2023, 8172, 1997, 3924, 2969, 2011, 1996, 2171, 1997, 8040, 29122, 2075, 2000, 2131, 1037, 3129, 1012, 5679, 2000, 5914, 1029, 8909, 2738, 5679, 2000, 3280, 999, 1045, 2113, 1045, 2572, 2025, 24820, 2026, 2540, 1025, 1045, 2113, 2008, 2065, 1045, 2069, 2020, 4986, 1010, 1045, 2323, 2066, 26875, 1037, 2309, 2925, 1012, 2021, 2339, 2323, 1045, 3531, 2026, 11809, 2969, 2058, 12274, 2818, 1010, 2043, 2011, 2725, 4728, 1045, 3531, 2216, 2040, 2024, 2062, 7070, 2084, 1045, 1029, 1000, 102]"
89,89,desperateremedies,"
""I thought that I did not love him at all,"" she went on hysterically. ""A year and a half had passed since we met. I could go by the gate of his garden without thinking of him--look at his seat in church and not care. But I saw him this morning--dying because he loves me so--I know it is that! Can I help loving him too? No, I cannot, and I will love him, and I don�t care! We have been separated somehow by some contrivance--I know we have. O, if I could only die!""",romantic_reunion,"[101, 1000, 1045, 2245, 2008, 1045, 2106, 2025, 2293, 2032, 2012, 2035, 1010, 1000, 2016, 2253, 2006, 25614, 2135, 1012, 1000, 1037, 2095, 1998, 1037, 2431, 2018, 2979, 2144, 2057, 2777, 1012, 1045, 2071, 2175, 2011, 1996, 4796, 1997, 2010, 3871, 2302, 3241, 1997, 2032, 1011, 1011, 2298, 2012, 2010, 2835, 1999, 2277, 1998, 2025, 2729, 1012, 2021, 1045, 2387, 2032, 2023, 2851, 1011, 1011, 5996, 2138, 2002, 7459, 2033, 2061, 1011, 1011, 1045, 2113, 2009, 2003, 2008, 999, 2064, 1045, 2393, 8295, 2032, 2205, 1029, 2053, 1010, 1045, 3685, 1010, 1998, 1045, 2097, 2293, 2032, 1010, 1998, 1045, 2123, 2102, 2729, 999, 2057, 2031, 2042, 5459, 5064, 2011, 2070, 9530, 18886, 21789, 1011, 1011, 1045, 2113, 2057, 2031, 1012, 1051, 1010, 2065, 1045, 2071, 2069, 3280, 999, 1000, 102]"
90,90,desperateremedies,"
He held her in his arms. �Many a woman has gone to ruin herself,� he said, �and brought those who love her into disgrace, by acting upon such impulses as possess you now. I have a reputation to lose as well as you.""",cowardice_foolish_unpleasant,"[101, 2002, 2218, 2014, 1999, 2010, 2608, 1012, 2116, 1037, 2450, 2038, 2908, 2000, 10083, 2841, 1010, 2002, 2056, 1010, 1998, 2716, 2216, 2040, 2293, 2014, 2046, 29591, 1010, 2011, 3772, 2588, 2107, 14982, 2015, 2004, 10295, 2017, 2085, 1012, 1045, 2031, 1037, 5891, 2000, 4558, 2004, 2092, 2004, 2017, 1012, 1000, 102]"
91,91,desperateremedies,"
""Her terror, and fears for my fate, led her to watch the rectory that evening. She saw the detective leave it, and followed him to my residence. This she told me hurriedly when I perceived her after digging my wife�s grave in the plantation. She did not suspect what the sack contained. I am now about to enter on my normal condition. For people are almost always in their graves.""",guilt_penance_self_loathing,"[101, 1000, 2014, 7404, 1010, 1998, 10069, 2005, 2026, 6580, 1010, 2419, 2014, 2000, 3422, 1996, 24606, 2008, 3944, 1012, 2016, 2387, 1996, 6317, 2681, 2009, 1010, 1998, 2628, 2032, 2000, 2026, 5039, 1012, 2023, 2016, 2409, 2033, 23878, 2043, 1045, 8690, 2014, 2044, 10443, 2026, 2564, 2015, 6542, 1999, 1996, 10065, 1012, 2016, 2106, 2025, 8343, 2054, 1996, 12803, 4838, 1012, 1045, 2572, 2085, 2055, 2000, 4607, 2006, 2026, 3671, 4650, 1012, 2005, 2111, 2024, 2471, 2467, 1999, 2037, 9729, 1012, 1000, 102]"
92,92,desperateremedies,"""He was found dead the first thing this morning. He had hung himself behind the door of his cell, in some way, by a handkerchief and some strips of his clothes. The turnkey says his features were scarcely changed, as he looked at �em with the early sun a-shining in at the grating upon him. He has left a full account of the murder, and all that led to it. So there�s an end of him.""",guilt_penance_self_loathing,"[101, 1000, 2002, 2001, 2179, 2757, 1996, 2034, 2518, 2023, 2851, 1012, 2002, 2018, 5112, 2370, 2369, 1996, 2341, 1997, 2010, 3526, 1010, 1999, 2070, 2126, 1010, 2011, 1037, 23975, 1998, 2070, 12970, 1997, 2010, 4253, 1012, 1996, 2735, 14839, 2758, 2010, 2838, 2020, 20071, 2904, 1010, 2004, 2002, 2246, 2012, 7861, 2007, 1996, 2220, 3103, 1037, 1011, 9716, 1999, 2012, 1996, 24665, 5844, 2588, 2032, 1012, 2002, 2038, 2187, 1037, 2440, 4070, 1997, 1996, 4028, 1010, 1998, 2035, 2008, 2419, 2000, 2009, 1012, 2061, 2045, 2015, 2019, 2203, 1997, 2032, 1012, 1000, 102]"
93,93,drjekyllandmrhyde,"�he was alive and here this day. He cannot have been disposed of in so short a space; he must be still alive, he must have fled! And then, why fled? and how? and in that case, can we venture to declare this suicide? O, we must be careful. I foresee that we may yet involve your master in some dire catastrophe.�",senseless_meaning_making,"[101, 2002, 2001, 4142, 1998, 2182, 2023, 2154, 1012, 2002, 3685, 2031, 2042, 21866, 1997, 1999, 2061, 2460, 1037, 2686, 1025, 2002, 2442, 2022, 2145, 4142, 1010, 2002, 2442, 2031, 6783, 999, 1998, 2059, 1010, 2339, 6783, 1029, 1998, 2129, 1029, 1998, 1999, 2008, 2553, 1010, 2064, 2057, 6957, 2000, 13520, 2023, 5920, 1029, 1051, 1010, 2057, 2442, 2022, 6176, 1012, 1045, 18921, 19763, 2008, 2057, 2089, 2664, 9125, 2115, 3040, 1999, 2070, 18704, 25539, 1012, 102]"
94,94,drjekyllandmrhyde,"that that insurgent horror was knit to him closer than a wife, closer than an eye; lay caged in his flesh, where he heard it mutter and felt it struggle to be born; and at every hour of weakness, and in the confidence of slumber, prevailed against him, and deposed him out of life. ",guilt_penance_self_loathing,"[101, 2008, 2008, 16021, 27176, 5469, 2001, 22404, 2000, 2032, 3553, 2084, 1037, 2564, 1010, 3553, 2084, 2019, 3239, 1025, 3913, 7980, 2094, 1999, 2010, 5771, 1010, 2073, 2002, 2657, 2009, 23457, 1998, 2371, 2009, 5998, 2000, 2022, 2141, 1025, 1998, 2012, 2296, 3178, 1997, 11251, 1010, 1998, 1999, 1996, 7023, 1997, 22889, 29440, 1010, 19914, 2114, 2032, 1010, 1998, 18298, 2032, 2041, 1997, 2166, 1012, 102]"
95,95,drjekyllandmrhyde,"The hatred of Hyde for Jekyll was of a different order. His terror of the gallows drove him continually to commit temporary suicide, and return to his subordinate station of a part instead of a person; but he loathed the necessity, he loathed the despondency into which Jekyll was now fallen, and he resented the dislike with which he was himself regarded.",guilt_penance_self_loathing,"[101, 1996, 11150, 1997, 11804, 2005, 15333, 4801, 3363, 2001, 1997, 1037, 2367, 2344, 1012, 2010, 7404, 1997, 1996, 25624, 9333, 5225, 2032, 14678, 2000, 10797, 5741, 5920, 1010, 1998, 2709, 2000, 2010, 15144, 2276, 1997, 1037, 2112, 2612, 1997, 1037, 2711, 1025, 2021, 2002, 8840, 8988, 2098, 1996, 13185, 1010, 2002, 8840, 8988, 2098, 1996, 4078, 26029, 4181, 5666, 2046, 2029, 15333, 4801, 3363, 2001, 2085, 5357, 1010, 1998, 2002, 27188, 1996, 18959, 2007, 2029, 2002, 2001, 2370, 5240, 1012, 102]"
96,96,drjekyllandmrhyde,"had it not been for his fear of death, he would long ago have ruined himself in order to involve me in the ruin. But his love of life is wonderful; I go further: I, who sicken and freeze at the mere thought of him, when I recall the abjection and passion of this attachment, and when I know how he fears my power to cut him off by suicide, I find it in my heart to pity him.",guilt_penance_self_loathing,"[101, 2018, 2009, 2025, 2042, 2005, 2010, 3571, 1997, 2331, 1010, 2002, 2052, 2146, 3283, 2031, 9868, 2370, 1999, 2344, 2000, 9125, 2033, 1999, 1996, 10083, 1012, 2021, 2010, 2293, 1997, 2166, 2003, 6919, 1025, 1045, 2175, 2582, 1024, 1045, 1010, 2040, 5305, 2368, 1998, 13184, 2012, 1996, 8210, 2245, 1997, 2032, 1010, 2043, 1045, 9131, 1996, 11113, 20614, 3258, 1998, 6896, 1997, 2023, 14449, 1010, 1998, 2043, 1045, 2113, 2129, 2002, 10069, 2026, 2373, 2000, 3013, 2032, 2125, 2011, 5920, 1010, 1045, 2424, 2009, 1999, 2026, 2540, 2000, 12063, 2032, 1012, 102]"
97,97,drjekyllandmrhyde,"Will Hyde die upon the scaffold? or will he find courage to release himself at the last moment? God knows; I am careless; this is my true hour of death, and what is to follow concerns another than myself. Here then, as I lay down the pen and proceed to seal up my confession, I bring the life of that unhappy Henry Jekyll to an end.",noble_agented,"[101, 2097, 11804, 3280, 2588, 1996, 8040, 10354, 10371, 1029, 2030, 2097, 2002, 2424, 8424, 2000, 2713, 2370, 2012, 1996, 2197, 2617, 1029, 2643, 4282, 1025, 1045, 2572, 23358, 1025, 2023, 2003, 2026, 2995, 3178, 1997, 2331, 1010, 1998, 2054, 2003, 2000, 3582, 5936, 2178, 2084, 2870, 1012, 2182, 2059, 1010, 2004, 1045, 3913, 2091, 1996, 7279, 1998, 10838, 2000, 7744, 2039, 2026, 12633, 1010, 1045, 3288, 1996, 2166, 1997, 2008, 12511, 2888, 15333, 4801, 3363, 2000, 2019, 2203, 1012, 102]"
98,98,ethanfrome,"�I don't know how it is you make me feel, Matt. I'd a'most rather have you dead than that!� �Oh, I wish I was, I wish I was!� she sobbed. ",romantic_reunion,"[101, 1045, 2123, 1005, 1056, 2113, 2129, 2009, 2003, 2017, 2191, 2033, 2514, 1010, 4717, 1012, 1045, 1005, 1040, 1037, 1005, 2087, 2738, 2031, 2017, 2757, 2084, 2008, 999, 2821, 1010, 1045, 4299, 1045, 2001, 1010, 1045, 4299, 1045, 2001, 999, 2016, 25960, 1012, 102]"
99,99,ethanfrome,"�What's the good of either of us going anywheres without the other one now?� he said. She remained motionless, as if she had not heard him. Then she snatched her hands from his, threw her arms about his neck, and pressed a sudden drenched cheek against his face. �Ethan! Ethan! I want you to take me down again!� �Down where?� �The coast. Right off,� she panted. �So 't we'll never come up any more.�",romantic_reunion,"[101, 2054, 1005, 1055, 1996, 2204, 1997, 2593, 1997, 2149, 2183, 5973, 2015, 2302, 1996, 2060, 2028, 2085, 1029, 2002, 2056, 1012, 2016, 2815, 19917, 1010, 2004, 2065, 2016, 2018, 2025, 2657, 2032, 1012, 2059, 2016, 14177, 2014, 2398, 2013, 2010, 1010, 4711, 2014, 2608, 2055, 2010, 3300, 1010, 1998, 4508, 1037, 5573, 25265, 5048, 2114, 2010, 2227, 1012, 6066, 999, 6066, 999, 1045, 2215, 2017, 2000, 2202, 2033, 2091, 2153, 999, 2091, 2073, 1029, 1996, 3023, 1012, 2157, 2125, 1010, 2016, 28149, 1012, 2061, 1005, 1056, 2057, 1005, 2222, 2196, 2272, 2039, 2151, 2062, 1012, 102]"
100,100,ethanfrome,"She put her lips close against his ear to say: �Right into the big elm. You said you could. So 't we'd never have to leave each other any more.� �Why, what are you talking of? You're crazy!� �I'm not crazy; but I will be if I leave you.�",romantic_reunion,"[101, 2016, 2404, 2014, 2970, 2485, 2114, 2010, 4540, 2000, 2360, 1024, 2157, 2046, 1996, 2502, 17709, 1012, 2017, 2056, 2017, 2071, 1012, 2061, 1005, 1056, 2057, 1005, 1040, 2196, 2031, 2000, 2681, 2169, 2060, 2151, 2062, 1012, 2339, 1010, 2054, 2024, 2017, 3331, 1997, 1029, 2017, 1005, 2128, 4689, 999, 1045, 1005, 1049, 2025, 4689, 1025, 2021, 1045, 2097, 2022, 2065, 1045, 2681, 2017, 1012, 102]"
